Co./Last Name,First Name,Purchase No.,Date,Supplier Invoice No.,Inclusive,Delivery Status,Journal Memo,Detail Date,Description,Account No.,Amount,Job,Comment,Promised Date,Tax Code,Tax Amount,Purchase Status,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
Maxsum Solutions Pty Ltd,,154924,30/07/2024,47166,,P,Imported Maxsum Solutions Pty Ltd,,"MaxGuard Security: Sophos intercept x advanced, Sophos Email advanced",61290,$236.80 ,,,,GST,$23.68 ,B,2,0,2,0,$260.48 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154925,29/07/2024,47098,,P,Imported Maxsum Solutions Pty Ltd,,12 MOnths Extended Warranty,61150,"$1,023.11 ",,,,GST,$102.31 ,B,2,0,3,0,"$1,125.42 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154926,30/07/2024,47104,,P,Imported Maxsum Solutions Pty Ltd,,Microsoft Office 365 Monthly July 24,61290,"$2,914.32 ",,,,GST,$291.43 ,B,2,0,2,0,"$3,205.75 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Tasmanian Divers Group Pty Ltd,,154927,29/07/2024,INV-7243,,P,Imported Tasmanian Divers Group Pty Ltd,,"Provide 4.5m dinghy/30Hp outboard, and Coxswain; to assist survey and inspection work undertaken at Devonport Berth 2 East.",54300,"$6,378.50 ",,,,GST,$637.85 ,B,2,0,3,0,"$7,016.35 ",,2650,2777
,,,,,,,,,,,,,,,,,,,,,,,,,
Specialist Height Access Pty Ltd,,154928,19/07/2024,12769,,P,Imported Specialist Height Access Pty Ltd,,"Establishment including Planning & preparation, Walkround to discuss anchor requirement and what structure is available on all roofs, SHA technician Nomal time & Overtime",54300,"$28,070 ",,,,GST,"$2,807 ",B,2,0,13,0,"$30,877 ",,2532,2702
,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne's High Access (Trustee for Birrell family Tr,,154929,31/07/2024,55703,,P,Imported Wayne's High Access (Trustee for Birrell family Tr,,"Provide Rope access technicians Overtime & Weekend, 57m EWP Travel Tower",54300,"$8,168 ",,,,GST,$816.80 ,B,2,0,2,0,"$8,984.80 ",,1663,2200
,,,,,,,,,,,,,,,,,,,,,,,,,
Ezy Rentals Pty Ltd,,154930,16/07/2024,47842,,P,Imported Ezy Rentals Pty Ltd,,Car rental 16/07/24 -19/07/24,54500,$307 ,,,,GST,$30.70 ,B,2,0,17,0,$337.70 ,,2269,2528
,,,,,,,,,,,,,,,,,,,,,,,,,
Visy Recycling,,154931,31/07/2024,149402218,,P,Imported Visy Recycling,,"Per Lift Fee for Service, rent per month, Aug24",61215,$56.08 ,,,,GST,$5.61 ,B,2,0,2,0,$61.69 ,,5510,1903
,,,,,,,,,,,,,,,,,,,,,,,,,
Cut and Core,,154932,31/07/2024,79173,,P,Imported Cut and Core,,"Core Drilling 80 degrees x 170mm, establishment charge",54300,$498 ,,,,GST,$49.80 ,B,2,0,2,0,$547.80 ,,5451,1334
,,,,,,,,,,,,,,,,,,,,,,,,,
Watertest Pty Ltd,,154933,30/07/2024,WJ0916,,P,Imported Watertest Pty Ltd,,Chloride Preparation - Digest ONly,54400,"$2,040 ",,,,GST,$204 ,B,2,0,3,0,"$2,244 ",,2290,2539
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154934,2/8/2024,47229,,P,Imported Maxsum Solutions Pty Ltd,,Max Guard Ultimate Aug 24,61152,"$3,132.50 ",,,,GST,$313.25 ,B,2,0,0,0,"$3,445.75 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Moray and Agnew Lawyers,,154936,30/07/2024,764750,,P,Imported Moray and Agnew Lawyers,,BAI Communications Pty Limited Contract ,54900,$184.50 ,,,,GST,$18.45 ,B,2,0,6,0,$202.95 ,,2558,2719
,,,,,,,,,,,,,,,,,,,,,,,,,
Craig D. Shields,,154940,7/8/2024,2442,,P,Imported Craig D. Shields,,"Supply and install hinges to back door, move boot cleaning from the back door to near tap, mark with safety yellow marking paint",61250,$187.52 ,,,,FRE,$0.00 ,B,2,0,0,0,$187.52 ,,2742,2839
,,,,,,,,,,,,,,,,,,,,,,,,,
Appliance Tagging Services Pty Ltd,,154941,1/8/2024,T25-324006,,P,Imported Appliance Tagging Services Pty Ltd,,"Appliance Test, Parking, Attendance fee",51000,$375.31 ,,,,GST,$37.53 ,B,2,0,6,0,$412.84 ,,1971,2356
,,,,,,,,,,,,,,,,,,,,,,,,,
Jims Test & Tag,,154942,4/8/2024,1808,,P,Imported Jims Test & Tag,,"Site visit, inspection and Test & Tag report 3 months - test mobile service equipment. Testing completed in accordance with relevant site requirements to AS/NZ 3760.2010",51000,$451.40 ,,,,GST,$45.14 ,B,2,0,3,0,$496.54 ,,5193,141
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,154943,31/07/2024,INV-JUL24-M,,P,Imported Premier Technology Solutions,,Microsoft Azure Plan 01/07/24 -31/07/24 ,61150,$0.51 ,,,,GST,$0.05 ,B,2,0,7,0,$0.56 ,,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
STONE AND CHALK LIMITED,,154944,1/8/2024,INV-23385,,P,Imported STONE AND CHALK LIMITED,,Sydney Office Rent Aug 24,66010,"$7,950 ",,,,GST,$795 ,B,2,0,6,0,"$8,745 ",,2653,2778
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,154945,26/06/2024,SIN150345,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit Assessment HM,51300,"$1,243 ",,,,GST,$124.30 ,B,2,0,43,0,"$1,367.30 ",,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,154946,1/8/2024,4167,,P,Imported Hightalk Pty Ltd,,"1300 number, Number, SIP line unlimited with support, Wireless Broadband, Data ( Optus 4G)",61153,$362.73 ,,,,GST,$36.27 ,B,2,0,7,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,
Marine & Civil Maintenance Pty Ltd,,154947,31/07/2024,2668,,E,Imported Marine & Civil Maintenance Pty Ltd,,Loy Yang Cooling Towers Trial progress claim for July 202,54300,"$72,871.70 ",,,,GST,"$7,287.17 ",B,2,0,9,0,"$80,158.87 ",,5215,95
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154948,31/07/2024,47208,,P,Imported Maxsum Solutions Pty Ltd,,RG laptop,61151,"$2,598.46 ",,,,GST,$259.85 ,B,2,0,9,0,"$2,858.31 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Mattioli Bros Pty Ltd,,154949,26/06/2024,4512903,,P,Imported Mattioli Bros Pty Ltd,,Supply Rope access technicians to undertake a survey of Elevation A and Front Statues on Collins St and Swanston St,54300,"$6,860 ",,,,GST,$686 ,B,2,0,44,0,"$7,546 ",,5216,320
,,,,,,,,,,,,,,,,,,,,,,,,,
HR Consulting Melbourne,,154950,9/8/2024,INV-00142425 prepay,,P,Imported HR Consulting Melbourne,,Employee Sentiment Survey,61038,"$2,100 ",,,,GST,$210 ,B,2,0,4,0,"$2,310 ",,2097,2428
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154951,12/8/2024,47399,,P,Imported Maxsum Solutions Pty Ltd,,RG laptop HP Elite book 830 G10,61151,"$2,598.46 ",,,,GST,$259.85 ,B,2,0,1,0,"$2,858.31 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,154952,14/08/2024,INV-4816,,P,"Imported WILDES, JOHNATHAN RONALD t/a Jims Mowing",,"Lawn mowing, gardening, weeding, weed spraying and blowing of carpark",61250,$95.45 ,,,,GST,$9.55 ,B,2,0,1,0,$105 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
Gallagher Bassett Services Workers Compensation Vi,,154953,3/8/2024,2024_2025,,P,Imported Gallagher Bassett Services Workers Compensation Vi,,WorkCover 2024_2025,65140,"$11,319.30 ",,,,GST,$41.27 ,B,2,0,12,0,"$11,360.57 ",,2297,2544
,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,154956,8/8/2024,18555273,,P,"Imported Momentum Energy, ",,Electricity Aug 24,66060,"$1,525.91 ",,,,GST,$152.66 ,B,2,0,8,0,"$1,678.57 ",,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,
Monash Self Storage Centre,,154958,19/08/2024,1013395,,P,Imported Monash Self Storage Centre,,Rental Fee Unit 034 26/08/24-25/09/24,61250,$163.64 ,,,,GST,$16.36 ,B,2,0,1,0,$180 ,,2292,2542
,,,,,,,,,,,,,,,,,,,,,,,,,
Workplace Enviro Australia Pty Ltd,,154959,16/08/2024,JS7041ENV,,P,Imported Workplace Enviro Australia Pty Ltd,,Environmental Business Service,61035,"$1,490 ",,,,GST,$149 ,B,2,0,4,0,"$1,639 ",,2798,2881
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,154960,20/08/2024,20841,,P,Imported Sharp and Howells Pty Ltd,,"Chloride Contents, Cement Content _ Dust",54400,"$4,560 ",,,,GST,$456 ,B,2,0,1,0,"$5,016 ",,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,154961,21/08/2024,20861,,P,Imported Sharp and Howells Pty Ltd,,"Compressive Strength Testing, Chloride Contents_cores",54400,"$1,320 ",,,,GST,$132 ,B,2,0,0,0,"$1,452 ",,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne's High Access (Trustee for Birrell family Tr,,154962,20/08/2024,55754,,P,Imported Wayne's High Access (Trustee for Birrell family Tr,,Provide Rope access technicians ,54300,"$2,240 ",,,,GST,$224 ,B,2,0,1,0,"$2,464 ",,1663,2200
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154963,20/08/2024,47414,,P,Imported Maxsum Solutions Pty Ltd,,Archive Cloud Storage Scoping ,61152,"$4,000 ",,,,GST,$400 ,B,2,0,1,0,"$4,400 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,154964,10/8/2024,T311 Aug 24,,P,Imported Telstra Corp,,Telephone Aug 24,61153,"$1,461.37 ",,,,GST,$146.28 ,B,2,0,11,0,"$1,607.65 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,
Watertest Pty Ltd,,154965,22/08/2024,WJ1050,,P,Imported Watertest Pty Ltd,,Chloride Preparation - Digest Only,54400,$211 ,,,,GST,$21.10 ,B,2,0,6,0,$232.10 ,,2290,2539
,,,,,,,,,,,,,,,,,,,,,,,,,
AGL,,154966,28/08/2024,417657103,,P,Imported AGL,,Gas from 27/06/2024 to 26/08/2024,66030,$66.40 ,,,,GST,$6.64 ,B,2,0,0,0,$73.04 ,,5458,1336
,,,,,,,,,,,,,,,,,,,,,,,,,
Craig D. Shields,,154967,28/08/2024,2449,,P,Imported Craig D. Shields,,Sound proofing offices,61250,"$1,402.26 ",,,,FRE,$0.00 ,B,2,0,1,0,"$1,402.26 ",,2742,2839
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154968,29/08/2024,47442,,P,Imported Maxsum Solutions Pty Ltd,,Microsoft Office 365 for Aug 24,61150,"$2,968.32 ",,,,GST,$296.83 ,B,2,0,0,0,"$3,265.15 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154969,29/08/2024,47425,,P,Imported Maxsum Solutions Pty Ltd,,12 month extended warranty,61151,$234.95 ,,,,GST,$23.50 ,B,2,0,0,0,$258.45 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154970,29/08/2024,47489,,P,Imported Maxsum Solutions Pty Ltd,,Sophos Aug 24,61150,$243.16 ,,,,GST,$24.32 ,B,2,0,0,0,$267.48 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154971,29/08/2024,,,P,Imported Maxsum Solutions Pty Ltd,,Datto Aug 24,61150,$153 ,,,,GST,$15.30 ,B,2,0,0,0,$168.30 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Specialist Height Access Pty Ltd,,154973,30/08/2024,12819,,P,Imported Specialist Height Access Pty Ltd,,"D1-1/2 day, D4 - 1/2 day",54300,"$2,240 ",,,,GST,$224 ,B,2,0,3,0,"$2,464 ",,2532,2702
,,,,,,,,,,,,,,,,,,,,,,,,,
STONE AND CHALK LIMITED,,154975,2/9/2024,INV-23907,,P,Imported STONE AND CHALK LIMITED,,Sydney Office Rent Sept 24,66010,"$7,950 ",,,,GST,$795 ,B,2,0,1,0,"$8,745 ",,2653,2778
,,,,,,,,,,,,,,,,,,,,,,,,,
Visy Recycling,,154976,31/08/2024,149659590,,P,Imported Visy Recycling,,"Recycleing service: Per lift fee for service, Rent per month",61215,$69.08 ,,,,GST,$6.91 ,B,2,0,3,0,$75.99 ,,5510,1903
,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,154977,3/9/2024,SKY-000094,,P,Imported Suk Kyun Shin,,Office cleaning Aug 24,61215,$850 ,,,,GST,$85 ,B,2,0,0,0,$935 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,
Aussie Dinkum Calibration,,154978,31/08/2024,2709,,P,Imported Aussie Dinkum Calibration,,ON-site call out calibration services,51000,"$1,190 ",,,,GST,$119 ,B,2,0,3,0,"$1,309 ",,2445,2651
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154979,2/9/2024,47541,,P,Imported Maxsum Solutions Pty Ltd,,Sandick Extreme NVMe SSD,61151,$419 ,,,,GST,$41.90 ,B,2,0,1,0,$460.90 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,154980,1/9/2024,4227,,P,Imported Hightalk Pty Ltd,,"1300 number, Number, SIP line unlimited with support, Wireless Broadband, Data ( Optus 4G)",61153,$362.73 ,,,,GST,$36.27 ,B,2,0,2,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,
Intrax Consulting Engineers Pty Ltd,,154984,22/08/2024,INV1279940,,P,Imported Intrax Consulting Engineers Pty Ltd,,"carrying out an inspection, assessment, and providing an engineering report",54400,"$4,500 ",,,,GST,$450 ,B,2,0,13,0,"$4,950 ",,2811,2886
,,,,,,,,,,,,,,,,,,,,,,,,,
Craig D. Shields,,154985,5/9/2024,2451,,P,Imported Craig D. Shields,,Install Key safe and sound proof. Test sound proof,61250,$243.61 ,,,,FRE,$0.00 ,B,2,0,1,0,$243.61 ,,2742,2839
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,154986,3/9/2024,INV-5059,,P,"Imported WILDES, JOHNATHAN RONALD t/a Jims Mowing",,"Lawn mowing, gardening, weeding, weed spraying and blowing of carpark",61250,$100 ,,,,GST,$10 ,B,2,0,3,0,$110 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
Revcharge,,154988,4/9/2024,RC-0261,,P,Imported Revcharge,,"Pulsar Plus, Material and Labour",61250,"$5,819.65 ",,,,GST,$581.97 ,B,2,0,5,0,"$6,401.62 ",,2814,2887
,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,154989,6/9/2024,18705733,,P,"Imported Momentum Energy, ",,Electricity Sept 24,66060,$591.96 ,,,,GST,$91.95 ,B,2,0,3,0,$683.91 ,,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,
StaySafe (SA) Pty Ltd  Securitas,,154991,8/9/2024,76787,,P,Imported StaySafe (SA) Pty Ltd  Securitas,,Security monitoring 01/10/2024-31/12/2024,66080,$165.91 ,,,,GST,$16.59 ,B,2,0,5,0,$182.50 ,,2393,832
,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,154992,13/09/2024,616498430,,P,Imported Officeworks,,Stationery,61215,$85.32 ,,,,GST,$8.53 ,B,2,0,0,0,$93.85 ,,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,
Form A Sign Pty Ltd,,154994,5/9/2024,34891,,P,Imported Form A Sign Pty Ltd,,"Reception Sign, Printed version on acrylic",59110,$600 ,,,,GST,$60 ,B,2,0,8,0,$660 ,,2815,2889
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,154995,22/07/2024,SIN00015730,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit assessment KW,51300,$429 ,,,,GST,$42.90 ,B,2,0,53,0,$471.90 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,154996,6/9/2024,47603,,P,Imported Maxsum Solutions Pty Ltd,,Max Guard Ultimate Sept 24,61150,"$3,132.50 ",,,,GST,$313.25 ,B,2,0,7,0,"$3,445.75 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,154997,31/08/2024,INV-AU24-MS,,P,Imported Premier Technology Solutions,,Microsot Azure Plan 01/08/24-31/08/24,61150,$0.51 ,,,,GST,$0.05 ,B,2,0,13,0,$0.56 ,,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Craig D. Shields,,154999,18/09/2024,2455,,P,Imported Craig D. Shields,,acoustic tiles & extinguisher,61250,$423.96 ,,,,FRE,$0.00 ,B,2,0,1,0,$423.96 ,,2742,2839
,,,,,,,,,,,,,,,,,,,,,,,,,
Monash Self Storage Centre,,155000,19/09/2024,1013746,,P,Imported Monash Self Storage Centre,,storage unit,61250,$163.64 ,,,,GST,$16.36 ,B,2,0,7,0,$180 ,,2292,2542
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,155001,18/09/2024,47746,,P,Imported Maxsum Solutions Pty Ltd,,RDS Scoping,61152,"$2,000 ",,,,GST,$200 ,B,2,0,1,0,"$2,200 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,155002,29/08/2024,20887,,P,Imported Sharp and Howells Pty Ltd,,Sample concrete dusts,54300,$810 ,,,,GST,$81 ,B,2,0,21,0,$891 ,,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,155010,10/9/2024,T311 Sept 2,,P,Imported Telstra Corp,,Telephone Sept 24,61153,"$1,692.13 ",,,,GST,$145.34 ,B,2,0,20,0,"$1,837.47 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,
Moray and Agnew Lawyers,,155011,26/09/2024,773048,,P,Imported Moray and Agnew Lawyers,,ESSO IP Issues,54900,"$1,845 ",,,,GST,$184.50 ,B,2,0,4,0,"$2,029.50 ",,2558,2719
,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,155013,30/09/2024,SKY-000103,,P,Imported Suk Kyun Shin,,Office cleaning Sept 24,61215,$680 ,,,,GST,$68 ,B,2,0,1,0,$748 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,155014,30/09/2024,47830,,P,Imported Maxsum Solutions Pty Ltd,,Sophos Sept 24,61150,$193.53 ,,,,GST,$19.35 ,B,2,0,1,0,$212.88 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,155015,30/09/2024,47775,,P,Imported Maxsum Solutions Pty Ltd,,Microsoft Office 365 for Sept 24,61150,"$3,040.32 ",,,,GST,$304.03 ,B,2,0,1,0,"$3,344.35 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,155016,30/09/2024,47834,,P,Imported Maxsum Solutions Pty Ltd,,Datto Sept 24,61150,$157.50 ,,,,GST,$15.75 ,B,2,0,1,0,$173.25 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,155017,1/10/2024,4287,,P,Imported Hightalk Pty Ltd,,"1300 number, Number, SIP line unlimited with support, Wireless Broadband, Data ( Optus 4G)",61153,$362.73 ,,,,GST,$36.27 ,B,2,0,0,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,
Marine & Civil Maintenance Pty Ltd,,155018,23/09/2024,2713,,E,Imported Marine & Civil Maintenance Pty Ltd,,"Project procurement and documentation, topside and underside investigation",54300,"$38,528.70 ",,,,GST,"$3,852.87 ",B,2,0,8,0,"$42,381.57 ",,5215,95
,,,,,,,,,,,,,,,,,,,,,,,,,
Marine & Civil Maintenance Pty Ltd,,155020,30/09/2024,2721,,E,Imported Marine & Civil Maintenance Pty Ltd,,USYD ECE & ER Progress Claim for Sept 24,54400,"$11,091.85 ",,,,GST,"$1,109.19 ",B,2,0,2,0,"$12,201.04 ",,5215,95
,,,,,,,,,,,,,,,,,,,,,,,,,
Visy Recycling,,155021,30/09/2024,149915888,,P,Imported Visy Recycling,,"Recycleing service: Per lift fee for service, Rent per month",61215,$56.08 ,,,,GST,$5.61 ,B,2,0,2,0,$61.69 ,,5510,1903
,,,,,,,,,,,,,,,,,,,,,,,,,
Watertest Pty Ltd,,155023,30/09/2024,WJ1238,,P,Imported Watertest Pty Ltd,,Chloride Preparation - Digest Only,54400,"$1,239 ",,,,GST,$123.90 ,B,2,0,3,0,"$1,362.90 ",,2290,2539
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,155024,3/10/2024,47970,,P,Imported Maxsum Solutions Pty Ltd,,Max Guard Ultimate Sept 24,61150,"$3,132.50 ",,,,GST,$313.25 ,B,2,0,0,0,"$3,445.75 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
STONE AND CHALK LIMITED,,155025,1/10/2024,INV-24095,,P,Imported STONE AND CHALK LIMITED,,Sydney Office Rent Oct 24,66010,"$7,950 ",,,,GST,$795 ,B,2,0,7,0,"$8,745 ",,2653,2778
,,,,,,,,,,,,,,,,,,,,,,,,,
Aussie Dinkum Calibration,,155026,7/10/2024,2756,,P,Imported Aussie Dinkum Calibration,,On site call out calbration services for Impedance Meter and Portable Digital/Analogue Mutimeter,51000,$280 ,,,,GST,$28 ,B,2,0,1,0,$308 ,,2445,2651
,,,,,,,,,,,,,,,,,,,,,,,,,
Watertest Pty Ltd,,155028,24/09/2024,WJ1150,,P,Imported Watertest Pty Ltd,,Chloride Preparation - Digest Only,54300,$986 ,,,,GST,$98.60 ,B,2,0,16,0,"$1,084.60 ",,2290,2539
,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,155029,8/10/2024,18848592,,P,"Imported Momentum Energy, ",,Electricity Sept 24,66060,$689.88 ,,,,GST,$69.33 ,B,2,0,2,0,$759.21 ,,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,155030,9/10/2024,48053,,P,Imported Maxsum Solutions Pty Ltd,,Project #1435 Imprement SharePoint Archiving,61151,"$1,277.25 ",,,,GST,$127.73 ,B,2,0,1,0,"$1,404.98 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,
AMOG,,155031,30/09/2024,202409ICMIS,,P,Imported AMOG,,Period 01/07/24 to 30/09/24 fee for APMS2 AWS environment,61150,"$1,500 ",,,,GST,$150 ,B,2,0,10,0,"$1,650 ",,5017,482
,,,,,,,,,,,,,,,,,,,,,,,,,
Cut and Core,,155033,8/10/2024,79762,,P,Imported Cut and Core,,JOb # 26453 8.10.24,54300,"$1,650 ",,,,GST,$165 ,B,2,0,3,0,"$1,815 ",,5451,1334
,,,,,,,,,,,,,,,,,,,,,,,,,
Marine & Civil Maintenance Pty Ltd,,155034,30/09/2024,2716,,E,Imported Marine & Civil Maintenance Pty Ltd,,Loy Yang Cooling Towers Trial progress claim for Sep 24,54300,"$3,602.06 ",,,,GST,$360.21 ,B,2,0,15,0,"$3,962.27 ",,5215,95
,,,,,,,,,,,,,,,,,,,,,,,,,
Leading Infrastructure Pty Ltd,,155035,15/10/2024,SB2024-1058,,P,Imported Leading Infrastructure Pty Ltd,,Australian Small Bridges Conference for DS & AC,59500,"$2,636.36 ",,,,GST,$263.64 ,B,2,0,0,0,"$2,900 ",,5504,1876
,,,,,,,,,,,,,,,,,,,,,,,,,
ACA (The Australasian Corrosion Association),,155036,1/10/2024,IN000153,,P,Imported ACA (The Australasian Corrosion Association),,Event Sponsorship -ACA Water Industry Seminar 29th April,59110,"$1,363.64 ",,,,GST,$136.36 ,B,2,0,15,0,"$1,500 ",,5005,431
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,155039,14/10/2024,21101,,P,Imported Sharp and Howells Pty Ltd,,"Compressive Strength Testing, Chloride Contents, Sulphate Contents, Cement Contents",54400,"$2,920 ",,,,GST,$292 ,B,2,0,3,0,"$3,212 ",,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,155045,9/9/2024,SIN00016914,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit assessment KW,51300,$185 ,,,,GST,$18.50 ,B,2,0,46,0,$203.50 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Coffey Testing Pty Ltd,,155051,31/10/2024,SYDC13143L,,P,Imported Coffey Testing Pty Ltd,,"Compressive Strength of Concrete Cores, Disposal of Concrete Cylinders",54400,$219 ,,,,GST,$21.90 ,B,2,0,4,0,$240.90 ,,5434,1157
,,,,,,,,,,,,,,,,,,,,,,,,,
The Cog (VIC) Pty Ltd,,155052,30/10/2024,INV-9323,,P,Imported The Cog (VIC) Pty Ltd,,"Versaflo Filter, P3 Particulate Nuisance Level",51000,$360 ,,,,GST,$36 ,B,2,0,5,0,$396 ,,2829,2896
,,,,,,,,,,,,,,,,,,,,,,,,,
Appliance Tagging Services Pty Ltd,,155063,1/11/2024,T25-323938,,P,Imported Appliance Tagging Services Pty Ltd,,"Appliance Test, Parking, Attendance fee",51000,$354.58 ,,,,GST,$35.46 ,B,2,0,5,0,$390.04 ,,1971,2356
,,,,,,,,,,,,,,,,,,,,,,,,,
Forever I Do Events Pty Ltd,,155064,6/11/2024,1319,,P,Imported Forever I Do Events Pty Ltd,,ACA conference accommodation 09/11/24 -14/11/24,59500,$515.45 ,,,,GST,$51.55 ,B,2,0,1,0,$567 ,,2830,2897
,,,,,,,,,,,,,,,,,,,,,,,,,
Optimatum Pty Ltd T/A Miglic Macleod,,155066,24/10/2024,INV-3844,,P,Imported Optimatum Pty Ltd T/A Miglic Macleod,,Structural Assessment Report,54300,"$28,305 ",,,,GST,"$2,830.50 ",B,2,0,14,0,"$31,135.50 ",,1923,2327
,,,,,,,,,,,,,,,,,,,,,,,,,
ACA (The Australasian Corrosion Association),,155067,31/10/2024,INV000269,,P,Imported ACA (The Australasian Corrosion Association),,CP Forum Sponsorship- ACA Corrossion & Prevention 2024,59110,"$2,272.73 ",,,,GST,$227.27 ,B,2,0,7,0,"$2,500 ",,5005,431
,,,,,,,,,,,,,,,,,,,,,,,,,
Specialist Height Access Pty Ltd,,155069,30/10/2024,12892,,P,Imported Specialist Height Access Pty Ltd,,"Working at Height rope access technician, materials & consumables",54300,"$1,365 ",,,,GST,$136.50 ,B,2,0,15,0,"$1,501.50 ",,2532,2702
,,,,,,,,,,,,,,,,,,,,,,,,,
