Job Number,Job Name,Sub-job of,Header,Description,Contact,Percent Complete,Start Date,Finish Date,Manager,Linked Customer,Inactive Job,Track Reimburseables,,
HAR017,AngloSaxon MPMCP Rev9,ENV,D,,,0%,,,,,Y,Y,,
ADB003,Mkt study&Value Chain Ayn,SEA,D,Market Study and value chain Analysis for Veg Farming,,0%,,,,,Y,Y,,
TIK001,OHS Mgt Sys Development,OHS,D,,,0%,,,,,Y,Y,,
EMM004,Prelimenary SiteInvestiga,ENV,D,PSI-Malaga,,0%,,,,,Y,Y,,
BAC002a,E&S Shah Deniz 2018,ENV,D,,,0%,,,,,Y,Y,,
RCS002,Argyle Mine Audit,ENV,D,,,0%,,,,,Y,Y,,
ASP010,Nuurstei Coal,SEA,D,Nuurstei Coal Stakeholder Engegement Strategy Rev1,,0%,,,,,Y,Y,,
DEN003,Incd Investigation,OHS,D,Incd Investigation for fall from Hight breach-RAAF base,,0%,,,,,Y,Y,,
DEN004,Facilitate&Dev Risk Asses,OHS,D,Facilitate&Dev Operational Risk Assesment,,0%,,,,,Y,Y,,
DEN005,Rev&recommend OSH clauses,OHS,D,Rev&recommend OSH clauses,,0%,,,,,Y,Y,,
AUM016,ENV Compliance Audit,ENV,D,,,0%,,,,,Y,Y,,
NBD024,NEBOSH PhuBia June2018,TRA,D,,,0%,,,,,Y,Y,,
CER086,Jim Truscott,TRA,D,ANDOC Al DHAFRA,,0%,,,,,Y,Y,,
AUM017,Explosive Mgt Plan review,OHS,D,,,0%,,,,,Y,Y,,
KML014,Annual MS audit 2018,ENV,D,,,0%,,,,,Y,Y,,
LIV001,Operational Risk assessme,OHS,D,,,0%,,,,,Y,Y,,
LIV002,Gap Assessment,OHS,D,,,0%,,,,,Y,Y,,
LIV003,Implementation Plan,OHS,D,,,0%,,,,,Y,Y,,
SPA001,Psychosocial Support,OHS,D,,,0%,,,,,Y,Y,,
CBH006,Esprance shutdown,OHS,D,,,0%,,,,,Y,Y,,
PCA019,Avetta Japan,TEC,D,,,0%,,,,,Y,Y,,
WRG001,Gobi Orkhon Training,SEA,D,,,0%,,,,,Y,Y,,
IFC011,Water Mgt Training,SEA,D,,,0%,,,,,Y,Y,,
EBR015a,TANAP Monitoring 2018,ENV,D,,,0%,,,,,Y,Y,,
SYN007,Asbestos audit,OHS,D,Asbestos audit,,0%,,,,,Y,Y,,
LLE010,Safety Advisor-Geraldton,OHS,D,,,0%,,,,,Y,Y,,
DEN006,H&S Service-Forrest Chase,OHS,D,,,0%,,,,,Y,Y,,
WBC005,Review of HSE Mgmt system,OHS,D,,,0%,,,,,Y,Y,,
DEN007,Review & Dev Mgt Plan,OHS,D,,,0%,,,,,Y,Y,,
CER087,Mettle: 7SOAs Toll,TRA,D,,,0%,,,,,Y,Y,,
NEM004,Follow up Audit,ENV,D,Transport contractor follow up audit,,0%,,,,,Y,Y,,
MMG002,Tech writer support,OHS,D,Dugald River Mine,,0%,,,,,Y,Y,,
MIS001,HSEQ Pre-qual Support,OHS,D,,,0%,,,,,Y,Y,,
AUM018,Risk Reg &Critical Contro,OHS,D,,,0%,,,,,Y,Y,,
SED001,Century Mine Re-start,OHS,D,,,0%,,,,,Y,Y,,
YAR036,Mtce turnaround Advisor,OHS,D,,,0%,,,,,Y,Y,,
DOE003,Downer QA Audit,OHS,D,,,0%,,,,,Y,Y,,
YAR038,ICAM Investigation,OHS,D,,,0%,,,,,Y,Y,,
SYN008,Significant Incident Rpt,OHS,D,,,0%,,,,,Y,Y,,
OYT031,Draft Power Station ESIA,SEA,D,,,0%,,,,,Y,Y,,
TOL003,2017-18 AER,ENV,D,,,0%,,,,,Y,Y,,
OYT031b,Update ESIA Impact Ass Ch,SEA,D,Update Ot's draft Power Station ESIA-Impace Assessment chapters,,0%,,,,,Y,Y,,
DAP016,Luwuk LNG IESC Monitoring,ENV,D,,,0%,,,,,Y,Y,,
QPB001,Cert Audit-ICMI Transport,ENV,D,Certification Audit to ICMI Transportation Verification Protocol,,0%,,,,,Y,Y,,
STX001,HSE system for Glencore,OHS,D,,,0%,,,,,Y,Y,,
DOE004,Sys Audit-Alcoa Kwinana,OHS,D,,,0%,,,,,Y,Y,,
SYN009,Kwinana Rehab Asbestos,OHS,D,Kwinana Rehab Asbestos Audit,,0%,,,,,Y,Y,,
SYN010,PTA Tender ICAM Support,OHS,D,,,0%,,,,,Y,Y,,
REW003,Proj Mgmt ResoluteBibiani,OHS,D,Proj Mgmt Support  - Resolute Proj: Bibiani 2018,,0%,,,,,Y,Y,,
DAP017,Ichthys IESC Sept18,ENV,D,,,0%,,,,,Y,Y,,
MAS001,PCR Chute Dwarings&CRAW,OHS,D,PCR Chute Dwarings&CRAW review,,0%,,,,,Y,Y,,
LAC061,LAC 20/8-24/8/18,TRA,D,NECA - Sue Gismondi,,0%,,,,,Y,Y,,
SYN011,Commission ICAM Support,OHS,D,Commission ICAM Support Reporting Writing,,0%,,,,,Y,Y,,
MDP030,2018 NGERS&NPI Rpt,ENV,D,,,0%,,,,,Y,Y,,
YAR039,MS586 & MS870 Audits,ENV,D,,,0%,,,,,Y,Y,,
NMC028,Tanami Pre Re-Cert Audit,ENV,D,,,0%,,,,,Y,Y,,
YAR037,2018 s/down Turnaround,OHS,D,,,0%,,,,,Y,Y,,
TNP001,ENV,Social&OHS Monitoring,ENV,D,ENV,Social&OHS Monitoring & Consulting of TANAP,,0%,,,,,Y,Y
GFA006,StIves Pre-recert Audit18,ENV,D,,,0%,,,,,Y,Y,,
EMM004a,Soil Validation Sampling,ENV,D,Soil Validation Sampling: 48 Irvine Drive Malaga,,0%,,,,,Y,Y,,
PCA021,Avetta GDPR Training,TEC,D,,,0%,,,,,Y,Y,,
UAM001,Develop Corp Sust frmwork,SEA,D,,,0%,,,,,Y,Y,,
PCA022,Employee Guard Matrix,TEC,D,,,0%,,,,,Y,Y,,
DKL003,ESMS Dev support,ENV,D,,,0%,,,,,Y,Y,,
NHM006,Gosowong ICMI GapAnalysis,ENV,D,,,0%,,,,,Y,Y,,
EMM005,WWTP ENV Licecing Assessm,ENV,D,,,0%,,,,,Y,Y,,
EMM006,Due Diligence Wedgefield,ENV,D,,,0%,,,,,Y,Y,,
MIS002,CRAW-Const Risk Ass wshop,OHS,D,,,0%,,,,,Y,Y,,
DOE005,ICAM Muja Incidents,OHS,D,,,0%,,,,,Y,Y,,
MER001,Merit Project SEA,,D,,,0%,,,,,Y,Y,,
TOM001,Risk Register Review,OHS,D,,,0%,,,,,Y,Y,,
SEC001,Safety Advisor-Roy Hill,OHS,D,Safety Advisor-Roy Hill conveyor shutdown,,0%,,,,,Y,Y,,
GME003,Fauna, Flora & Veg Survey,ENV,D,,,0%,,,,,Y,Y,
AUM019,Determine Compliance,OHS,D,,,0%,,,,,Y,Y,,
YAR040,Short Term Safety Advisor,OHS,D,Mark Abbatista,,0%,,,,,Y,Y,,
PCA024,PQF Uplift for Contractor,TEC,D,,,0%,,,,,Y,Y,,
TAP001,IESC-Task 1 -Kick off2018,ENV,D,IESC-Trans Adriatic PLine: Task 1 Kick off meeting 2018,,0%,,,,,Y,Y,,
EBR020,Romania-BRUA Pipleline,ENV,D,,,0%,,,,,N,Y,,
TOL004,Marine&ENV Monitoring2019,ENV,D,Marine&ENV Monitoring2018-19,,0%,,,,,Y,Y,,
YAR043,Case Mgmt Plan Template,OHS,D,,,0%,,,,,Y,Y,,
WCP006,Contractor assessment,OHS,D,,,0%,,,,,Y,Y,,
YAR042,Revise CAP,ENV,D,,,0%,,,,,Y,Y,,
NEW012,5 yearly Performance Rpt,ENV,D,5 yearly Performance Report review,,0%,,,,,Y,Y,,
TPS001,Rewrite EmergencyRepsPlan,OHS,D,Rewrite Emergency Response Plan,,0%,,,,,Y,Y,,
MIS003,Noise&Vib Procedure Rev,OHS,D,,,0%,,,,,Y,Y,,
SYN012,Abestoes Procedure update,OHS,D,,,0%,,,,,Y,Y,,
MIS004,RIO Prequalification,OHS,D,,,0%,,,,,Y,Y,,
PAP002,3rd PartyContracto review,OHS,D,,,0%,,,,,Y,Y,,
GFA006a,Variation Re-Cert St.Ives,ENV,D,,,0%,,,,,Y,Y,,
TAP002,IESC Task 2 SiteVisit2018,ENV,D,IESC : Trans Adratic Pipeline: Task 2 Site Visit in Nov-Dec 2018,,0%,,,,,Y,Y,,
GRR005,OSH&ENV Legal Comp Review,OHS,D,,,0%,,,,,Y,Y,,
SIC004,HSEQ audit- NZ,OHS,D,,,0%,,,,,Y,Y,,
SIC005,HSEQ BV CErt audit-NZ,OHS,D,,,0%,,,,,Y,Y,,
WSE030,KGP MS audit 2018,ENV,D,,,0%,,,,,Y,Y,,
GFA004a,Variation Paste Backfill,ENV,D,Granny Smith Mine,,0%,,,,,Y,Y,,
YAR044,Tech Writer-HSE Procedure,OHS,D,,,0%,,,,,Y,Y,,
YAR045,Transition to e-PTW,OHS,D,Project Manager transition from PTW to e-PTW,,0%,,,,,Y,Y,,
SAR001,Site based Relief ENV Adv,ENV,D,Site based Relief ENV Advisor at Thunderbox Mine site,,0%,,,,,Y,Y,,
CER088,LAC Cert reprint,TRA,D,Martina Antonieke Verschure,,0%,,,,,Y,Y,,
HAR022,Coles Proj MP&MCP,ENV,D,Develop Coles Gold Project Mining Plan & Mine Closure Plan,,0%,,,,,Y,Y,,
PGA003,2019 Risk Assessment,OHS,D,2019 Risk Assessment for ISPS HJANDA World Super 6 Perth,,0%,,,,,Y,Y,,
GFA007,Agnew ICMI GAP Audit,ENV,D,Agnew ICMI GAP Analysis Audit Q1 2019,,0%,,,,,Y,Y,,
GFA004b,GrannySmith-PastePlantDDP,ENV,D,,,0%,,,,,Y,Y,,
GFA008,GrannySmith-Pre-recert Au,ENV,D,GrannySmith- ICMC Pre-recert Audit,,0%,,,,,Y,Y,,
DOE006,Attend monthly G6 meeting,OHS,D,17-Jan-19,,0%,,,,,Y,Y,,
MEL003,RMP- Belmont Aust Day,OHS,D,Develop Risk Management Plan,,0%,,,,,Y,Y,,
HAR023,Dewatering Work Apvl,ENV,D,Develop water discharge approval for Anglo Saxon Project,,0%,,,,,Y,Y,,
CAU001,HSE System Development,OHS,D,HSE System Development Guidance,,0%,,,,,Y,Y,,
OYT033,ESIA-Alternate Logistic R,SEA,D,ESIA- Chior Alternate Logistics Route,,0%,,,,,Y,Y,,
360005,HSE Certification,OHS,D,,,0%,,,,,Y,Y,,
PCA025,Admin Support-CBRE Japan,TEC,D,,,0%,,,,,Y,Y,,
EMM006a,Site ENV Study-Wedgefield,ENV,D,,,0%,,,,,Y,Y,,
EVM004,ICMI GAP Analysis Audit,ENV,D,,,0%,,,,,Y,Y,,
OYT032,ESIA Translation,SEA,D,,,0%,,,,,Y,Y,,
NEW013,Compliance Audit 2019,ENV,D,,,0%,,,,,Y,Y,,
TAP003,Ind E&S Consultant2019,ENV,D,Independent ENV & Social Consultant Task 3 2019,,0%,,,,,N,Y,,
MRW012,ENV&Hertiage Services,OHS,D,Insourcing Jon Ferguson,,0%,,,,,N,Y,,
SGC002,Desktop E&S 2019,ENV,D,Desktop E&S 2019( SGC),,0%,,,,,Y,Y,,
BAC003,Desktop E&S 2019,ENV,D,Desktop E&S 2019 ( Lukoil ),,0%,,,,,Y,Y,,
SYN013,ENV Legal Audit2018-19,ENV,D,,,0%,,,,,Y,Y,,
PCA026,Downer CSR Support,TEC,D,,,0%,,,,,Y,Y,,
SPG001,WHSAudit-Pricipal cont,OHS,D,WHSCompliance Audit-Pricipal contractors,,0%,,,,,N,Y,,
MER002,Water Training Mar 2019,SEA,D,,,0%,,,,,Y,Y,,
BAC004,E&S monitoring2019 Opt2,ENV,D,Site Visit,,0%,,,,,Y,Y,,
SGC003,E&S Monitoring 2019 Opt2,ENV,D,Site Visit,,0%,,,,,Y,Y,,
MDP031,2019 Tenement Audit,ENV,D,,,0%,,,,,Y,Y,,
MIS006,Qualit Sys Development,OHS,D,,,0%,,,,,Y,Y,,
TPS002,Short term Safety Advisor,OHS,D,Short term Site Safety Advisor,,0%,,,,,Y,Y,,
CIV001,CEMP Indpnt review,OHS,D,CEMP Independent review against ISO14001 -Belmont,,0%,,,,,Y,Y,,
ATK001,Atkins EBRD Sub contract,SEA,D,,,0%,,,,,Y,Y,,
KHA001,KhanBank ESMS Consulting,SEA,D,,,0%,,,,,Y,Y,,
AUS001,Ongoing QMS Support,OHS,D,Ongoing Quality Management System Support,,0%,,,,,Y,Y,,
ERD001,Mine ESIA,SEA,D,,,0%,,,,,Y,Y,,
DEN008,SHEWMS-Forrest Chase,OHS,D,SHEWMS-Forrest Chase cladding installation,,0%,,,,,Y,Y,,
DOE007,Critical Control &SMP,OHS,D,Critical Control &SMP at Aloca Kwinana Site,,0%,,,,,Y,Y,,
ASI001,AMEP,SEA,D,Adam Smith International,,0%,,,,,N,Y,,
RAM 001,Tavan Tolgoi Power Plant,SEA,D,TTPP Biiodiversity,,0%,,,,,Y,Y,,
SPO007,Spotless audit -VIC,OHS,D,,,0%,,,,,Y,Y,,
GRI001,FIFO Consulting-Zambia,OHS,D,,,0%,,,,,Y,Y,,
DEN009,Ongoing HSE AdvisorSuppor,OHS,D,,,0%,,,,,Y,Y,,
EDE001,Risk Matrix,OHS,D,Risk Matrix for 186 home development in Australind,,0%,,,,,Y,Y,,
EQAAWD,Access World,Assurance,D,,,0%,,,,,N,N,,
EQAAUV,Aboriginal United Service,Assurance,D,,,0%,,,,,N,N,,
TNP002,P2 IESC Monitoring Report,ENV,D,19-May,,0%,,,,,Y,Y,,
GFA009,Agnew CC Recert Audit2019,ENV,D,,,0%,,,,,Y,Y,,
SED002,Development of WI,TEC,D,Development of WI for New Century Zinc Mine Process Plant,,0%,,,,,Y,Y,,
FLA001,Risk assessment w/shop,OHS,D,Risk assessment w/shop for Rio Tinto Drilling rigs equipments,,0%,,,,,Y,Y,,
WCP007,Administer Pre-qual audit,OHS,D,Administer Pre-qual audit,,0%,,,,,Y,Y,,
NEW014,ENV Support,ENV,D,Consultation with DWER&EPA,,0%,,,,,Y,Y,,
WOK001,H&SAudit&report-Drillwest,OHS,D,,,0%,,,,,Y,Y,,
NEM005,ICMI Recert Audit 2019,ENV,D,ICMI Recert Audit 2019 Telfer Mine,,0%,,,,,Y,Y,,
GRA001,Legal Compliance Review,OHS,D,,,0%,,,,,Y,Y,,
GFA010,Variation Granny Smith,ENV,D,Variation Granny Smith Pre Recert audit 2019,,0%,,,,,Y,Y,,
REW004,Proj Coordinator,TEC,D,Compressed air drilling project,,0%,,,,,Y,Y,,
KML015,EMS Audit 2019,ENV,D,Ministerial And EMS Audits,,0%,,,,,Y,Y,,
WBC006,Rio Tinto Platform,OHS,D,,,0%,,,,,Y,Y,,
WBC007,2019 OHS update,OHS,D,,,0%,,,,,Y,Y,,
360006,Establish HSE plans & controls,OHS,D,Establish HSE plans & controls of the new logistics facility in Laverton VIC,,0%,1/7/2019,15/06/2019,,,Y,Y,,
SPG002,WHS Mgt Systems Procedure Revw,OHS,D,,,0%,,,,,Y,Y,,
CDI001,HSEQ Plan Reviews,OHS,D,HSEQ Plan Reviews,,0%,,,,,Y,Y,,
MGI001,H&S Audit @ Koolan Island,OHS,D,H&S Audit for Mt.Gibson Iron Ore Mine @ Koolan Island,,0%,,,,,Y,Y,,
ENW001,MS audit: Pardoo Beef,ENV,D,MS audit: Pardoo Beef Corporation,,0%,,,,,Y,Y,,
TPS003,Short term Advisor-Muja,OHS,D,Short Term safety advisor support-Muja,,0%,21/07/2019,31/08/2019,David Hunt,Worley Power Services Pty Ltd,Y,Y,,
BYB001,GAP analysis-AS4801 Cert Audit,OHS,D,GAP analysis for AS4801 Certification Audit,,0%,,,,Byblos Constructions Pty Ltd,Y,Y,,
MRW013,CPS Audits 2019,ENV,D,,,0%,15/08/2019,30/11/2019,Colin Davies,Main Roads WA,Y,Y,,
PGF001,HSE Coach,OHS,D,,,0%,,,,,Y,Y,,
RIO599,Safety Review-NT,OHS,D,Safety Review of Gove Decommissioning project -NT,,0%,,,,,Y,Y,,
TPS004,Update SMP & ERP,OHS,D,,,0%,,,,Worley Power Services Pty Ltd,Y,Y,,
NMC029,Tanami ICMI ReCert Audit 2019,ENV,D,,,0%,,,,Newmont Tanami Pty Ltd,Y,Y,,
EMM007,Forrestfield TWP Permit Audit,ENV,D,,,0%,,,,Progress Rail Australia Pty Ltd,Y,Y,,
SYN014,WorkSafe Plan Audits,OHS,D,,,0%,,,,Synergy Retail Business Unit,Y,Y,,
TPS005,QMP Scoping Report,OHS,D,QMP Scoping Report,,0%,,,,Worley Power Services Pty Ltd,Y,Y,,
RIO600,Safety Review-Hazmat,OHS,D,Safety Review of Gove Decommissioning project -Hazmat,,0%,,,,,Y,Y,,
MDP032,2019 NGERS&NPI Reporting,ENV,D,,,0%,,,,Crosslands Resources Pty Ltd,Y,Y,,
MIS007,Closing non-conformance PTA,OHS,D,Closing non-conformance PTA Audit,,0%,,,,Mills Industrial Services,Y,Y,,
FLA002,Contractor Pre-qual:Fortescue,OHS,D,,,0%,,,,Flanders Electric of Australia Pty Ltd,Y,Y,,
MMG003,Assessment Dev-Met&Lab WI,OHS,D,Assessment Dev-Metallurgy &Lab Work Instructions,,0%,,,,MMG Dugald River Pty Ltd,Y,Y,,
SPO005,Spotlass audit-QLD,OHS,D,Spotlass audit-QLD,,0%,,,,,Y,Y,,
PCA027,Rio Tinto Contractor Compl,TEC,D,Rio Tinto Contractor Compliance Support,,0%,,,,,Y,Y,,
TWS001,Desktop review &Reporting,OHS,D,Desktop review &Reporting,,0%,,,,Tasmanian Water & Sewerage Corporation Pty Ltd,Y,Y,,
YAR047,Review&Update HES Mgt,OHS,D,Review&Update Contractor HES Management,,0%,,,,Yara Pilbara Fertilisers Pty Ltd,Y,Y,,
YAR048,HES Dashboard Project,OHS,D,,,0%,,,,Yara Pilbara Fertilisers Pty Ltd,Y,Y,,
TNP003,P3 IESC Site Monitoring Report,ENV,D,,,0%,,,,,Y,Y,,
EQAIRB,Ind Rubber-Survelliance Audit,Assurance,D,Industrial Rubber-Survelliance Audit ,,0%,,,,,N,Y,,
NEW014b,Air Quality Assessment,ENV,D,,,0%,,,,,Y,Y,,
KML016,Stevedoring Audit 2019,ENV,D,,,0%,,,,,Y,Y,,
ATK002,Atkins Additional Support,SEA,D,EBRD Darkhan Road,,0%,,,,,Y,Y,,
MMA020,Neptune(Aberdeen) ESAs,ENV,D,,,0%,,,,,Y,Y,,
HAR024,MP&MCP- Anglo Saxon UG Proj,ENV,D,,,0%,,,,,Y,Y,,
AUM020,Secondment Sr Safety Advisor,OHS,D,,,0%,,,,,Y,Y,,
GRI002,HPRI Review,ENV,D,HPRI Review for Glencore Mopani Project,,0%,,,,,Y,Y,,
SYN015,Follow up Asbestos Audit-Muja,OHS,D,10 hour day @ $150,,0%,,,,,Y,Y,,
SYN016,SFPS Security Health Check,OHS,D,8 hour days @ $187.50,,0%,,,,,Y,Y,,
OYT035,OT LAC courses-Nov-Dec19,SEA,D,2 courses with 10 participants each,,0%,,,,,Y,Y,,
WKF001,Workplace/OSH Sys Support,OHS,D,,,0%,,,,,Y,Y,,
ENG003,HSE Mgt for Alinta,OHS,D,,,0%,,,,,Y,Y,,
MTR001,ISOs consulting services,OHS,D,ISOs consulting services,,0%,,,,,Y,Y,,
COG001,HSE support for DG Licence,OHS,D,,,0%,,,,,Y,Y,,
SSL004,Incidents assessment&Audit,OHS,D,,,0%,,,,,Y,Y,,
ENG004,Site Supervisor,OHS,D,Site Supervisor @ Alinta Chichester Transmission Line and Solar Farm,,0%,,,,,Y,Y,,
BAC005,ESC Desktop Monitoring 2020,ENV,D,,,0%,,,,,Y,Y,,
SGC004,ESC Desktop Monitoring 2020,ENV,D,,,0%,,,,,Y,N,,
SYN017,ICAM Methodology Investigation,OHS,D,,,0%,,,,,Y,Y,,
TOL005,Marine&ENV Monitoring 2020,ENV,D,,,0%,,,,,Y,Y,,
REW005,HSE support Proj Tendering,OHS,D,,,0%,,,,,Y,Y,,
YAR049,ICAM Investigation,OHS,D,ICAM Investigation for U32 Uncontrolled Drum Rotation Incident,,0%,,,,,Y,Y,,
RIO601,Pond5&Hazmat Proj-Gove Operati,OHS,D,Pond5&Hazmat Proj-Gove Operation,,0%,,,,,Y,Y,,
SRG001,Tech Writing,OHS,D,Tech Writing for Doc development for a project,,0%,,,,,Y,Y,,
DOE008,Fairwork audit-Transclean,OHS,D,,,0%,,,,,Y,Y,,
YAR050,ICAM Investigation-SWCT,OHS,D,ICAM Investigation-Sea Water Cooling Tower GRE pipe failure,,0%,,,,,Y,Y,,
EVM005,Pre-recert audit 2020,ENV,D,Pre-recert audit 2020: cowal gold Mine,,0%,,,,,Y,Y,,
OYT036,ARO 2019-2021,SEA,D,,,0%,,,,,Y,Y,,
TNP004,P4:IESC Site Monitoring Report,ENV,D,,,0%,,,,,Y,Y,,
TOL006,DWER consultation ,ENV,D,DWER consultation regarding change of Monitoring Programme,,0%,,,,,Y,Y,,
ATK003,Choir Sainshand ESIA,SEA,D,Choir Sainshand Transmission Line ESIA,,0%,,,,,N,Y,,
SYN018,ICAM investigation 2020,OHS,D,ICAM investigation 2020,,0%,,,,,Y,Y,,
EQAHWT,Horizons West,Assurance,D,Certification and Surveillance Audits,,0%,1/2/2020,,,Sustainability Assurance Services Pty Ltd,N,N,,
KML017,Ms Audit 2020,ENV,D,,,0%,,,,,Y,Y,,
BAC006,E&S site monitoring 2020-opt2,ENV,D,,,0%,,,,,Y,Y,,
NEW015,Annual MS audit 2020,ENV,D,,,0%,,,,,Y,Y,,
RIO602,GOV Closure HSE Assurance,OHS,D,GOV Closure HSE Assurance activities,,0%,,,,,Y,Y,,
TOL007,DWER feedback on Licence Amd,ENV,D,,,0%,,,,,Y,Y,,
ENG005,Site Supervisor Alinta CTSF,OHS,D,,,0%,,,,,Y,Y,,
STX002,HSE Sym Update Citic Tender,OHS,D,,,0%,,,,,Y,Y,,
OYT037,TTPP Biodiversity Study,SEA,D,,,0%,,,,,Y,Y,,
MPS001,Fairwork Compliance Audits,OHS,D,,,0%,,,,,Y,Y,,
COG002,DG Liscence amendment,OHS,D,,,0%,,,,,Y,Y,,
SIM001,Safety Mgt Sys Review,OHS,D,,,0%,,,,,Y,Y,,
EQATER,Terra Rosa,Assurance,D,,,0%,,,,,N,Y,,
OYT038,Khulan Foal Monitoring,SEA,D,,,0%,,,,,Y,Y,,
HAR025,Operating Licence,ENV,D,Dewatering Pipeline Operating Licence for Anglo Saxon Proj,,0%,,,,,Y,Y,,
WBC008,EHS Annual Review in BROWZ,OHS,D,,,0%,,,,,Y,Y,,
PCA028,Rio Tinto Supplier Test,TEC,D,,,0%,,,,,Y,Y,,
TPS006,ICAM Investigation,OHS,D,,,0%,,,,,Y,Y,,
NEM006,Telfar Re-Cert CAP Varificatn,ENV,D,,,0%,,,,,Y,Y,,
RPM001,Rev&Rpt on ENV compliance,ENV,D,Review & Report on Environmental compliance & permitting requirements,,0%,,,,,Y,Y,,
KML018,CAPs update,ENV,D,CAPs update for MS805,MS806&MS968,,0%,,,,,Y,Y,
MGI002,H&S Audit @Koolan Island 2020,OHS,D,,,0%,,,,,Y,Y,,
FOE000,Forwood Ent CRM training,OHS,D,,,0%,,,,,N,Y,,
ENG006,Audit as per PRR Ext ENV audit,ENV,D,For Chichester Solar and Gas Hybrid Project,,0%,,,,,Y,Y,,
MRW014,EMS support Insourcing JHall,ENV,D,,,0%,,,,,Y,Y,,
ENW002,Perdoo Beef MS1079 Audit 2020,ENV,D,,,0%,,,,,Y,Y,,
TPS007,HSE behaviour coaching,OHS,D,,,0%,,,,,Y,Y,,
WCP008,HSE Prequal assessments&Admin,OHS,D,HSE Prequal assessments&Admin hours 2020,,0%,,,,,Y,Y,,
ENG007,Strike Energy HSE Support,OHS,D,,,0%,,,,,Y,Y,,
RCS003,2X Lithium Mining Cos audits,OHS,D,,,0%,,,,,Y,Y,,
GEO017,Safely Mgt Excavations assemt,OHS,D,,,0%,,,,,Y,Y,,
OYT039,CBM projects 2020,SEA,D,Core Biodiversity Monitoring Projects 2020,,0%,,,,,Y,Y,,
OYT040,Proj Mgmt-CBM projects 2020,SEA,D,,,0%,,,,,Y,Y,,
CRL001,Wangara Softlanding site audit,OHS,D,,,0%,,,,,Y,Y,,
CPE001,2nd party HSE audit support,OHS,D,,,0%,,,,,Y,Y,,
DOE009,Fairwork Audit-Cardiff,OHS,D,Fairwork Audit-Security Tender Cardiff,,0%,,,,,Y,Y,,
GEO018,Site HSE Support,OHS,D,,,0%,,,,,Y,Y,,
AUM021,ENV Authority Compliance Audit,ENV,D,,,0%,,,,,Y,Y,,
FLA003,ISO Audit,OHS,D,,,0%,,,,,Y,Y,,
EQAKTC,Kwik Transport & Crane Audit,Assurance,D,,,0%,,,,,N,Y,,
RIO603,GTP Leadership group Coaching ,OHS,D,GTP Leadership group Coaching at Brockman ,,0%,,,,,Y,Y,,
EMM008,Due Diligence -Port Hedland,ENV,D,Environmental Due Diligence Assessment - 14 Harwell way, Wedgefield,Port Hedland,,0%,,,,,Y,Y
GEO019,HSE supervisor Brokman,OHS,D,HSE supervisor RIO Brokman Proj Commissioning -Mark Abbatista,,0%,,,,,Y,Y,,
TOT001,Devp & implement OH&S reqmts,OHS,D,Develop and implement Workplace/OH&S requirements,,0%,,,,,Y,Y,,
ENG008,Dev PMP -Yogi Project,ENV,D,,,0%,,,,,Y,Y,,
ENG009,MP Scoping&Prep Yogi Proj,ENV,D,,,0%,,,,,Y,Y,,
KML019,Stevedoring Audit 2020,OHS,D,,,0%,,,,,Y,Y,,
TOL008,Marine&ENV monitoring 2020-21,ENV,D,,,0%,,,,,Y,Y,,
BAC007,ESC Desktop Monitoring 20-21,ENV,D,Dec 2020 to Jan 2021,,0%,,,,,Y,Y,,
SGC005,ESC Desktop Monitoring 20-21,ENV,D,Dec 2020 to Jan 2021,,0%,,,,,Y,Y,,
MMG004,Tech Writing WIN Project,TEC,D,,,0%,,,,,N,Y,,
WBC009,HSE Sys Doc review,OHS,D,,,0%,,,,,Y,Y,,
ENG010,Section 5 Yogi Magnentite Proj,ENV,D,,,0%,,,,,Y,Y,,
RIO604,Safety Interaction Training,OHS,D,Safety Interaction Training,,0%,,,,,N,Y,,
ENG011,Mulga Downs PFS,ENV,D,,,0%,,,,,Y,Y,,
KCC001,Safety Coaching-Glencore,OHS,D,Safety Coaching-Glencore,,0%,,,,,Y,Y,,
RIO605,Safety Coaching East Pilbara,OHS,D,,,0%,,,,,N,Y,,
GEO020,WHS oversight of AMC Vehicles,OHS,D,,,0%,,,,,Y,Y,,
GEO021,HSE support CBH-Hyden,OHS,D,Richard Smith,,0%,,,,,Y,Y,,
TOL009,Toll Licence Amendment,ENV,D,Toll Licence Amendment,,0%,,,,,Y,Y,,
EMM009,ENV Due Diligence Penfield,ENV,D,,,0%,,,,,Y,Y,,
TOT002,11X monthly inspections,OHS,D,11X monthly inspections & Annual Audit,,0%,,,,,N,Y,,
ENG013,BCI Mardi Salt HSE Support,OHS,D,Mark Weatherstone,,0%,,,,,N,Y,,
MRW015,EMS Support Insourcing MFardig,ENV,D,,,0%,,,,,N,Y,,
NTT001,WHS audits,OHS,D,4X audits at operationa locations in QLDl ,,0%,,,,,Y,Y,,
EBR021,South Gobi Water Roundtable,SEA,D,South Gobi Water Roundtable,,0%,,,,,N,Y,,
OYT041,Proj Mgmt CBM projects 2021,SEA,D,,,0%,,,,,Y,Y,,
ERD002,Review IESC & Define add SoW,SEA,D,,,0%,,,,,Y,Y,,
PAL001,Update quality Manual,OHS,D,,,0%,,,,,Y,Y,,
ENG014,BCI early Works-ENV advisor,ENV,D,,,0%,,,,,N,Y,,
UAT001,ESG Assurance Audit,OHS,D,,,0%,,,,,Y,Y,,
